session_id,student_level,discipline,session_date,session_length_min,total_prompts,task_type,ai_assistance_level,final_outcome,used_again,satisfaction_rating
SESSION08242,High School,Computer Science,2024/12/11,5,2,Writing,3,Idea Drafted,TRUE,2.1
SESSION08243,High School,Psychology,2025/02/01,24,7,Writing,4,Idea Drafted,TRUE,3.7
SESSION08244,Undergraduate,Psychology,2025/02/19,21,6,Brainstorming,5,Confused,FALSE,5
SESSION08245,High School,Biology,2024/11/24,3,1,Studying,4,Idea Drafted,TRUE,4.1
SESSION08246,High School,Biology,2024/12/29,19,8,Coding,2,Confused,TRUE,2.1
SESSION08247,Undergraduate,Math,2024/07/02,35,9,Writing,4,Assignment Completed,TRUE,3.1
SESSION08248,Undergraduate,Biology,2025/01/28,48,16,Homework Help,5,Assignment Completed,FALSE,5
SESSION08249,Graduate,Psychology,2024/06/25,10,4,Studying,4,Confused,FALSE,4.1
SESSION08250,High School,History,2025/01/24,46,10,Homework Help,3,Idea Drafted,TRUE,3.2
SESSION08251,Graduate,Computer Science,2025/04/23,24,5,Writing,3,Assignment Completed,TRUE,2.8
SESSION08252,Undergraduate,Biology,2025/02/10,27,6,Studying,2,Assignment Completed,FALSE,1.4
SESSION08253,Undergraduate,History,2024/12/18,13,3,Coding,5,Gave Up,FALSE,5
SESSION08254,Undergraduate,Biology,2024/10/21,43,10,Brainstorming,3,Assignment Completed,TRUE,2.6
SESSION08255,Undergraduate,Math,2025/03/17,42,13,Research,5,Gave Up,FALSE,3.9
SESSION08256,Undergraduate,Engineering,2025/03/14,12,4,Studying,2,Idea Drafted,TRUE,1
SESSION08257,Undergraduate,Computer Science,2025/01/03,23,4,Homework Help,3,Assignment Completed,FALSE,2.3
SESSION08258,Undergraduate,Math,2024/09/30,18,6,Studying,3,Assignment Completed,TRUE,2.5
SESSION08259,Graduate,Math,2025/01/27,11,2,Coding,1,Assignment Completed,TRUE,1
SESSION08260,High School,Computer Science,2024/11/07,12,5,Writing,5,Idea Drafted,TRUE,4.5
SESSION08261,Undergraduate,Psychology,2025/03/17,6,1,Homework Help,4,Assignment Completed,TRUE,4.2
SESSION08262,Undergraduate,Biology,2025/02/18,16,3,Writing,4,Assignment Completed,FALSE,5
SESSION08263,Undergraduate,Psychology,2025/05/20,29,6,Writing,4,Idea Drafted,TRUE,4.2
SESSION08264,Graduate,Biology,2025/01/31,30,10,Writing,3,Assignment Completed,TRUE,3.4
SESSION08265,High School,History,2024/10/12,36,8,Writing,3,Assignment Completed,TRUE,2.9
SESSION08266,Undergraduate,Computer Science,2024/11/28,40,13,Writing,4,Idea Drafted,TRUE,4.4
SESSION08267,Undergraduate,Computer Science,2024/10/09,9,1,Studying,4,Confused,TRUE,3.3
SESSION08268,Undergraduate,Biology,2024/07/23,21,4,Studying,3,Idea Drafted,TRUE,3
SESSION08269,Undergraduate,Business,2025/01/07,3,1,Homework Help,4,Idea Drafted,TRUE,4
SESSION08270,High School,Biology,2024/09/07,49,12,Writing,2,Assignment Completed,FALSE,2.5
SESSION08271,Undergraduate,Business,2025/05/01,7,1,Writing,4,Idea Drafted,TRUE,2.6
SESSION08272,Graduate,Biology,2025/02/15,25,9,Homework Help,4,Assignment Completed,TRUE,4.2
SESSION08273,Undergraduate,Math,2025/05/01,40,13,Writing,3,Confused,FALSE,3.7
SESSION08274,Graduate,Computer Science,2025/01/05,17,4,Brainstorming,4,Assignment Completed,TRUE,4.6
SESSION08275,Graduate,Psychology,2025/05/18,40,8,Writing,4,Idea Drafted,FALSE,5
SESSION08276,Undergraduate,History,2024/10/19,44,18,Coding,2,Confused,TRUE,1.6
SESSION08277,Undergraduate,Psychology,2024/08/06,5,1,Homework Help,3,Confused,TRUE,4.5
SESSION08278,Graduate,Biology,2024/11/30,22,5,Homework Help,3,Assignment Completed,TRUE,4.5
SESSION08279,Undergraduate,Engineering,2024/12/20,20,5,Studying,4,Gave Up,TRUE,5
SESSION08280,Undergraduate,Psychology,2024/09/26,37,7,Writing,4,Idea Drafted,FALSE,2.8
SESSION08281,High School,Engineering,2024/10/14,14,3,Homework Help,5,Assignment Completed,FALSE,4.7
SESSION08282,Undergraduate,Computer Science,2025/05/15,24,5,Studying,4,Idea Drafted,FALSE,5
SESSION08283,Undergraduate,Biology,2024/12/18,8,1,Coding,3,Assignment Completed,FALSE,4.2
SESSION08284,High School,Psychology,2025/01/11,17,3,Writing,3,Assignment Completed,FALSE,2.3
SESSION08285,Undergraduate,Business,2025/02/23,7,1,Coding,4,Assignment Completed,FALSE,4.6
SESSION08286,Graduate,Math,2024/11/04,6,2,Writing,3,Idea Drafted,TRUE,3.5
SESSION08287,Undergraduate,Engineering,2024/09/12,9,2,Studying,4,Gave Up,FALSE,4.5
SESSION08288,Undergraduate,Biology,2024/11/25,8,1,Writing,3,Assignment Completed,TRUE,3.8
SESSION08289,Undergraduate,History,2025/04/04,37,18,Homework Help,2,Idea Drafted,TRUE,1
SESSION08290,High School,Engineering,2025/02/04,13,3,Brainstorming,3,Idea Drafted,FALSE,3.4
SESSION08291,Undergraduate,Computer Science,2025/01/18,9,2,Coding,4,Assignment Completed,TRUE,2.9
SESSION08292,Undergraduate,Business,2025/05/03,9,1,Writing,4,Idea Drafted,TRUE,4
SESSION08293,Undergraduate,Computer Science,2025/01/17,13,3,Writing,3,Assignment Completed,FALSE,3.8
SESSION08294,Graduate,Business,2024/08/04,24,7,Coding,5,Gave Up,TRUE,5
SESSION08295,High School,Engineering,2024/11/18,10,2,Homework Help,5,Assignment Completed,TRUE,4.1
SESSION08296,Undergraduate,Math,2024/10/15,27,8,Coding,5,Assignment Completed,FALSE,3.3
SESSION08297,Graduate,Engineering,2025/04/21,12,2,Brainstorming,3,Assignment Completed,TRUE,3.6
SESSION08298,Undergraduate,Business,2025/02/05,7,2,Studying,3,Idea Drafted,FALSE,3.9
SESSION08299,Graduate,Math,2025/01/17,28,6,Writing,2,Idea Drafted,TRUE,2.8
SESSION08300,Undergraduate,Psychology,2024/07/04,20,4,Coding,5,Assignment Completed,FALSE,4.6
SESSION08301,Undergraduate,Biology,2024/10/05,10,2,Coding,2,Assignment Completed,FALSE,1.9
SESSION08302,Graduate,Psychology,2024/10/14,29,11,Research,3,Gave Up,FALSE,2.5
SESSION08303,High School,Psychology,2024/10/24,16,4,Studying,5,Gave Up,FALSE,5
SESSION08304,Undergraduate,Math,2024/06/27,34,10,Studying,5,Idea Drafted,TRUE,4.8
SESSION08305,Undergraduate,Psychology,2025/04/27,23,9,Coding,3,Assignment Completed,TRUE,4.8
SESSION08306,Undergraduate,Engineering,2025/02/13,21,9,Homework Help,4,Gave Up,FALSE,3
SESSION08307,Undergraduate,History,2024/08/27,34,13,Studying,5,Confused,FALSE,5
SESSION08308,High School,Psychology,2025/03/08,31,11,Writing,2,Idea Drafted,FALSE,1
SESSION08309,High School,Engineering,2025/02/27,7,1,Homework Help,4,Assignment Completed,TRUE,3.5
SESSION08310,Undergraduate,Engineering,2025/01/09,8,1,Writing,3,Idea Drafted,TRUE,2.1
SESSION08311,High School,Math,2025/05/03,29,13,Writing,3,Assignment Completed,TRUE,4
SESSION08312,Undergraduate,Biology,2024/11/24,11,2,Coding,3,Gave Up,FALSE,3.1
SESSION08313,High School,Biology,2025/05/30,35,7,Writing,4,Gave Up,TRUE,4.9
SESSION08314,Graduate,Math,2024/06/27,21,7,Writing,3,Assignment Completed,FALSE,4.5
SESSION08315,Undergraduate,Engineering,2024/10/28,25,8,Studying,3,Assignment Completed,TRUE,3.4
SESSION08316,High School,Engineering,2024/08/29,26,5,Coding,3,Assignment Completed,TRUE,3.3
SESSION08317,Graduate,Computer Science,2024/08/08,13,6,Research,3,Confused,FALSE,2.7
SESSION08318,Undergraduate,Computer Science,2025/05/14,33,7,Coding,2,Assignment Completed,TRUE,2.2
SESSION08319,Graduate,History,2025/06/03,12,2,Homework Help,5,Assignment Completed,TRUE,5
SESSION08320,Undergraduate,Computer Science,2024/07/06,8,2,Coding,3,Assignment Completed,TRUE,3.7
SESSION08321,Undergraduate,Engineering,2024/08/26,9,4,Writing,4,Assignment Completed,TRUE,5
SESSION08322,Undergraduate,Computer Science,2024/11/25,45,10,Homework Help,4,Idea Drafted,TRUE,3.8
SESSION08323,Graduate,Engineering,2024/08/17,4,1,Writing,4,Assignment Completed,TRUE,2.8
SESSION08324,Undergraduate,Computer Science,2024/12/19,12,3,Coding,3,Assignment Completed,TRUE,1.7
SESSION08325,Undergraduate,Computer Science,2024/07/09,6,2,Coding,3,Assignment Completed,TRUE,3
SESSION08326,Undergraduate,Engineering,2024/11/25,13,2,Coding,2,Assignment Completed,TRUE,2.5
SESSION08327,Undergraduate,Biology,2024/11/26,18,4,Studying,2,Assignment Completed,FALSE,3.1
SESSION08328,High School,Math,2024/10/14,4,1,Coding,4,Idea Drafted,TRUE,4.7
SESSION08329,Undergraduate,Biology,2025/01/24,12,5,Studying,3,Assignment Completed,FALSE,2.7
SESSION08330,Undergraduate,History,2025/02/12,11,2,Coding,3,Assignment Completed,TRUE,1.6
SESSION08331,Undergraduate,Business,2025/06/09,24,5,Writing,4,Assignment Completed,TRUE,4.7
SESSION08332,Undergraduate,History,2024/07/17,31,14,Writing,4,Confused,TRUE,4.2
SESSION08333,High School,History,2024/07/01,45,17,Coding,3,Assignment Completed,TRUE,2.7
SESSION08334,Graduate,Engineering,2025/05/16,42,11,Homework Help,1,Idea Drafted,TRUE,1
SESSION08335,Undergraduate,Engineering,2025/01/21,25,10,Studying,4,Confused,TRUE,3.6
SESSION08336,Undergraduate,Math,2024/09/01,30,12,Studying,3,Assignment Completed,TRUE,4.4
SESSION08337,Undergraduate,Biology,2024/10/07,13,6,Studying,5,Assignment Completed,TRUE,3.4
SESSION08338,Graduate,Business,2025/01/17,5,1,Studying,4,Assignment Completed,FALSE,4.1
SESSION08339,Undergraduate,Math,2025/05/13,20,9,Research,4,Confused,TRUE,4.6
SESSION08340,Undergraduate,Computer Science,2024/09/30,15,3,Studying,5,Assignment Completed,TRUE,3.6
SESSION08341,Undergraduate,Business,2024/11/10,26,11,Homework Help,2,Confused,FALSE,3
SESSION08342,Undergraduate,History,2025/01/11,15,3,Studying,4,Idea Drafted,FALSE,3.9
SESSION08343,Undergraduate,Engineering,2024/08/03,9,2,Coding,3,Assignment Completed,FALSE,3
SESSION08344,Graduate,History,2025/04/19,10,3,Homework Help,4,Gave Up,FALSE,3
SESSION08345,High School,Computer Science,2024/09/17,18,8,Coding,4,Idea Drafted,TRUE,3
SESSION08346,Graduate,Math,2024/06/24,16,3,Studying,3,Assignment Completed,TRUE,2.5
SESSION08347,Undergraduate,Biology,2025/01/26,22,4,Writing,4,Idea Drafted,TRUE,4.9
SESSION08348,Graduate,Engineering,2025/05/30,20,7,Writing,4,Assignment Completed,TRUE,3.8
SESSION08349,Undergraduate,Math,2025/01/19,9,2,Writing,4,Idea Drafted,TRUE,3.7
SESSION08350,Undergraduate,Psychology,2025/02/01,15,3,Coding,3,Assignment Completed,FALSE,3.3
SESSION08351,High School,Computer Science,2025/01/25,20,4,Brainstorming,4,Assignment Completed,TRUE,4.1
SESSION08352,Graduate,Math,2024/09/05,11,2,Writing,4,Idea Drafted,TRUE,4
SESSION08353,Graduate,Business,2025/05/29,9,3,Studying,3,Idea Drafted,TRUE,1.7
SESSION08354,Undergraduate,Business,2025/03/09,28,6,Coding,3,Confused,TRUE,2.9
SESSION08355,Undergraduate,Computer Science,2025/05/02,36,15,Writing,3,Assignment Completed,TRUE,4.9
SESSION08356,High School,Psychology,2024/07/09,17,5,Writing,3,Assignment Completed,FALSE,4.9
SESSION08357,Undergraduate,Biology,2024/10/30,50,11,Writing,3,Assignment Completed,TRUE,2.9
SESSION08358,High School,History,2024/12/28,20,4,Writing,5,Assignment Completed,TRUE,4.9
SESSION08359,Undergraduate,Business,2024/10/20,45,13,Brainstorming,3,Idea Drafted,TRUE,4.2
SESSION08360,Graduate,Computer Science,2025/03/09,22,4,Brainstorming,4,Assignment Completed,TRUE,4.6
SESSION08361,High School,Psychology,2025/05/06,14,4,Coding,2,Assignment Completed,TRUE,2.6
SESSION08362,Undergraduate,Math,2025/01/20,29,10,Writing,3,Gave Up,FALSE,4.4
SESSION08363,Undergraduate,History,2025/01/24,11,2,Writing,2,Gave Up,TRUE,3
SESSION08364,Undergraduate,Biology,2024/09/24,36,9,Homework Help,5,Confused,TRUE,4.9
SESSION08365,Undergraduate,Psychology,2025/02/19,18,3,Writing,4,Idea Drafted,TRUE,2.9
SESSION08366,Graduate,Computer Science,2025/02/10,19,7,Homework Help,4,Assignment Completed,TRUE,3.4
SESSION08367,Undergraduate,Computer Science,2025/04/06,27,8,Writing,3,Assignment Completed,TRUE,2.9
SESSION08368,Graduate,Business,2024/12/24,8,2,Coding,2,Assignment Completed,TRUE,1.8
SESSION08369,High School,Computer Science,2024/10/03,14,4,Studying,3,Idea Drafted,TRUE,1.7
SESSION08370,Undergraduate,Psychology,2025/05/13,25,8,Research,3,Confused,TRUE,3.1
SESSION08371,Undergraduate,Business,2025/05/21,69,22,Coding,2,Assignment Completed,TRUE,1.8
SESSION08372,Undergraduate,Business,2025/04/08,23,5,Coding,2,Gave Up,FALSE,2.2
SESSION08373,Undergraduate,Biology,2024/08/04,56,12,Writing,4,Gave Up,TRUE,3.1
SESSION08374,Undergraduate,Business,2025/01/24,11,2,Writing,4,Confused,FALSE,2.7
SESSION08375,Undergraduate,History,2024/11/06,8,3,Coding,3,Assignment Completed,FALSE,2.7
SESSION08376,High School,Math,2024/12/02,34,12,Homework Help,3,Confused,TRUE,3.9
SESSION08377,Undergraduate,Psychology,2025/05/26,3,1,Studying,4,Confused,TRUE,4.8
SESSION08378,Undergraduate,Psychology,2024/09/23,6,1,Homework Help,2,Assignment Completed,FALSE,2.7
SESSION08379,Undergraduate,Business,2024/06/29,26,8,Writing,3,Idea Drafted,FALSE,3.9
SESSION08380,Graduate,Engineering,2024/08/21,26,10,Coding,4,Assignment Completed,TRUE,3.9
SESSION08381,High School,Biology,2025/06/18,18,7,Writing,4,Idea Drafted,TRUE,3
SESSION08382,Graduate,History,2024/12/14,8,1,Studying,3,Assignment Completed,TRUE,3.3
SESSION08383,Undergraduate,Psychology,2025/04/26,20,6,Writing,3,Idea Drafted,TRUE,3.1
SESSION08384,Undergraduate,Math,2024/11/14,10,2,Writing,4,Assignment Completed,TRUE,3.1
SESSION08385,Graduate,Biology,2025/06/14,15,6,Writing,5,Idea Drafted,TRUE,5
SESSION08386,Undergraduate,Psychology,2024/06/28,35,9,Research,4,Idea Drafted,TRUE,4.6
SESSION08387,Undergraduate,Math,2024/07/12,11,2,Homework Help,3,Confused,FALSE,2.1
SESSION08388,Undergraduate,Psychology,2024/06/24,14,6,Writing,3,Assignment Completed,TRUE,1
SESSION08389,High School,Engineering,2024/09/14,17,3,Writing,3,Assignment Completed,TRUE,3.5
SESSION08390,Graduate,Engineering,2024/07/11,11,3,Homework Help,4,Assignment Completed,TRUE,3.3
SESSION08391,Undergraduate,Engineering,2025/03/14,11,2,Homework Help,5,Confused,FALSE,4.3
SESSION08392,Graduate,Psychology,2024/11/04,6,2,Writing,4,Idea Drafted,TRUE,4.1
SESSION08393,Undergraduate,Computer Science,2025/03/30,17,8,Research,4,Assignment Completed,FALSE,3.8
SESSION08394,Undergraduate,Engineering,2024/11/22,8,2,Coding,4,Assignment Completed,TRUE,3.2
SESSION08395,High School,Business,2025/04/15,85,17,Writing,4,Idea Drafted,TRUE,4.8
SESSION08396,Undergraduate,Math,2025/03/14,31,7,Brainstorming,5,Idea Drafted,FALSE,4.9
SESSION08397,Undergraduate,Engineering,2024/11/27,30,9,Writing,3,Assignment Completed,TRUE,1.8
SESSION08398,Undergraduate,Business,2024/08/02,21,4,Research,2,Idea Drafted,FALSE,2
SESSION08399,Undergraduate,Engineering,2025/02/08,29,8,Writing,2,Idea Drafted,TRUE,2.1
SESSION08400,Undergraduate,Psychology,2025/06/04,49,11,Writing,2,Gave Up,FALSE,2.9
SESSION08401,Undergraduate,Computer Science,2025/05/27,16,3,Studying,4,Idea Drafted,TRUE,3.4
SESSION08402,Undergraduate,Computer Science,2025/04/22,6,1,Studying,3,Idea Drafted,TRUE,2.2
SESSION08403,Undergraduate,Business,2025/02/10,27,7,Coding,5,Assignment Completed,FALSE,5
SESSION08404,Graduate,Math,2024/11/09,32,15,Studying,3,Idea Drafted,TRUE,4.2
SESSION08405,High School,Math,2025/03/01,32,10,Research,4,Idea Drafted,TRUE,4.1
SESSION08406,Graduate,Math,2024/09/10,35,13,Writing,4,Assignment Completed,FALSE,4
SESSION08407,Undergraduate,Business,2024/06/30,1,1,Writing,5,Assignment Completed,TRUE,4.3
SESSION08408,Undergraduate,Math,2025/06/12,26,6,Coding,4,Idea Drafted,TRUE,4.4
SESSION08409,Graduate,History,2024/11/09,19,6,Writing,4,Assignment Completed,TRUE,3.6
SESSION08410,Undergraduate,History,2024/11/21,18,7,Studying,4,Assignment Completed,FALSE,5
SESSION08411,Graduate,Biology,2024/10/15,44,11,Writing,3,Confused,FALSE,2.5
SESSION08412,Graduate,Psychology,2024/07/31,10,2,Homework Help,3,Confused,TRUE,2
SESSION08413,Graduate,History,2025/01/26,4,1,Writing,4,Confused,FALSE,4.8
SESSION08414,Graduate,Business,2024/10/03,32,6,Writing,5,Assignment Completed,TRUE,5
SESSION08415,Undergraduate,History,2025/04/17,6,1,Writing,2,Confused,FALSE,1.5
SESSION08416,Undergraduate,History,2025/01/29,16,3,Writing,5,Assignment Completed,TRUE,5
SESSION08417,Undergraduate,History,2024/09/06,23,5,Research,1,Assignment Completed,TRUE,2.6
SESSION08418,Undergraduate,Business,2025/05/10,16,5,Coding,3,Assignment Completed,TRUE,1.2
SESSION08419,Undergraduate,Psychology,2024/12/11,31,6,Studying,4,Assignment Completed,TRUE,4.7
SESSION08420,Undergraduate,Psychology,2025/01/20,5,2,Research,3,Confused,FALSE,3.2
SESSION08421,Undergraduate,Business,2025/03/09,2,1,Studying,4,Confused,FALSE,4.5
SESSION08422,High School,Business,2025/05/18,13,2,Studying,3,Confused,FALSE,1.4
SESSION08423,High School,History,2025/06/07,8,2,Homework Help,4,Idea Drafted,TRUE,5
SESSION08424,Graduate,Math,2024/10/16,4,1,Homework Help,3,Confused,TRUE,2.5
SESSION08425,Undergraduate,Engineering,2024/12/08,16,3,Studying,3,Assignment Completed,TRUE,3.2
SESSION08426,Graduate,Business,2024/12/15,5,2,Writing,3,Assignment Completed,TRUE,4
SESSION08427,Undergraduate,Computer Science,2025/01/31,4,1,Studying,4,Idea Drafted,FALSE,3.2
SESSION08428,Undergraduate,Biology,2024/07/14,22,7,Coding,3,Assignment Completed,TRUE,2.8
SESSION08429,Undergraduate,Biology,2025/01/05,58,12,Writing,3,Assignment Completed,TRUE,4.6
SESSION08430,Undergraduate,Math,2025/04/15,12,3,Brainstorming,3,Assignment Completed,FALSE,4.5
SESSION08431,Undergraduate,Math,2024/12/27,3,1,Homework Help,5,Assignment Completed,TRUE,4.4
SESSION08432,High School,Biology,2025/06/13,18,7,Studying,4,Gave Up,TRUE,5
SESSION08433,Undergraduate,Engineering,2025/03/31,29,13,Coding,3,Assignment Completed,TRUE,3.1
SESSION08434,Undergraduate,Computer Science,2025/06/13,18,4,Coding,4,Assignment Completed,FALSE,3.7
SESSION08435,Undergraduate,Computer Science,2024/07/01,52,17,Writing,4,Idea Drafted,TRUE,2.7
SESSION08436,High School,Business,2025/03/04,26,9,Studying,3,Idea Drafted,TRUE,2.1
SESSION08437,High School,Computer Science,2024/08/08,62,12,Studying,2,Confused,FALSE,2.4
SESSION08438,High School,Business,2025/01/16,11,3,Coding,4,Assignment Completed,TRUE,4.6
SESSION08439,Undergraduate,Engineering,2024/12/24,7,2,Studying,2,Assignment Completed,TRUE,1.7
SESSION08440,Undergraduate,Computer Science,2024/08/25,16,3,Research,4,Assignment Completed,TRUE,4.2
SESSION08441,High School,Engineering,2024/12/01,11,2,Homework Help,5,Assignment Completed,FALSE,5
SESSION08442,Undergraduate,Biology,2025/05/31,30,13,Research,4,Confused,FALSE,3.2
SESSION08443,Undergraduate,Computer Science,2025/02/28,11,2,Homework Help,4,Confused,FALSE,4
SESSION08444,Undergraduate,Psychology,2025/05/02,38,7,Homework Help,5,Assignment Completed,FALSE,4.2
SESSION08445,Undergraduate,Psychology,2024/07/07,26,9,Coding,3,Idea Drafted,TRUE,2.6
SESSION08446,High School,Engineering,2024/07/06,4,1,Writing,4,Confused,FALSE,4.4
SESSION08447,High School,Psychology,2024/08/06,20,6,Writing,2,Idea Drafted,TRUE,1.7
SESSION08448,Graduate,Business,2025/02/24,34,7,Writing,4,Assignment Completed,TRUE,4.6
SESSION08449,Graduate,Psychology,2025/04/11,10,2,Coding,3,Gave Up,FALSE,4.4
SESSION08450,Undergraduate,Math,2024/09/11,20,10,Writing,2,Idea Drafted,TRUE,2.4
SESSION08451,Undergraduate,Psychology,2024/12/07,31,7,Writing,2,Assignment Completed,TRUE,2.9
SESSION08452,Graduate,Computer Science,2024/11/15,15,5,Writing,4,Assignment Completed,TRUE,4
SESSION08453,Graduate,Math,2025/06/04,18,5,Writing,4,Assignment Completed,TRUE,3.7
SESSION08454,High School,Business,2025/03/18,2,1,Homework Help,3,Idea Drafted,FALSE,4
SESSION08455,High School,Business,2024/08/10,4,1,Studying,5,Assignment Completed,TRUE,4.6
SESSION08456,Undergraduate,History,2024/07/12,16,4,Writing,3,Assignment Completed,TRUE,1.5
SESSION08457,Undergraduate,Math,2024/09/21,13,3,Writing,5,Gave Up,TRUE,3.6
SESSION08458,High School,Engineering,2024/10/07,7,1,Studying,3,Confused,FALSE,2.2
SESSION08459,High School,Engineering,2025/06/15,20,4,Homework Help,3,Confused,FALSE,3.4
SESSION08460,High School,Business,2024/10/16,23,4,Homework Help,1,Assignment Completed,TRUE,1
SESSION08461,Undergraduate,Psychology,2024/10/19,27,6,Homework Help,3,Assignment Completed,TRUE,2.1
SESSION08462,Undergraduate,Biology,2024/09/29,17,3,Writing,4,Idea Drafted,TRUE,4.2
SESSION08463,Graduate,Biology,2024/08/14,13,5,Brainstorming,4,Idea Drafted,TRUE,3.1
SESSION08464,Undergraduate,Computer Science,2025/02/12,20,4,Coding,4,Assignment Completed,TRUE,2.5
SESSION08465,Undergraduate,Computer Science,2025/02/10,34,7,Research,2,Idea Drafted,TRUE,3.3
SESSION08466,High School,Engineering,2025/06/23,22,5,Studying,3,Idea Drafted,TRUE,3.4
SESSION08467,Graduate,Psychology,2024/07/10,16,3,Writing,3,Confused,TRUE,3.4
SESSION08468,High School,Engineering,2024/11/23,28,7,Writing,2,Assignment Completed,FALSE,1.3
SESSION08469,High School,Engineering,2024/12/28,37,11,Studying,2,Gave Up,FALSE,1.6
SESSION08470,Undergraduate,History,2024/10/08,5,1,Writing,3,Assignment Completed,TRUE,2.4
SESSION08471,Undergraduate,History,2025/03/09,13,4,Studying,4,Confused,TRUE,4.9
SESSION08472,Undergraduate,Biology,2024/11/04,9,1,Coding,3,Assignment Completed,TRUE,2.9
SESSION08473,High School,Math,2024/12/04,43,20,Homework Help,4,Assignment Completed,TRUE,4.7
SESSION08474,High School,Biology,2025/01/26,13,6,Studying,4,Assignment Completed,TRUE,4.7
SESSION08475,Undergraduate,Psychology,2025/06/09,51,11,Homework Help,2,Idea Drafted,TRUE,1.6
SESSION08476,Undergraduate,History,2025/06/19,16,3,Writing,4,Idea Drafted,TRUE,5
SESSION08477,Undergraduate,Engineering,2024/11/26,23,5,Writing,3,Idea Drafted,TRUE,1
SESSION08478,Graduate,Business,2025/05/07,23,7,Coding,4,Gave Up,FALSE,5
SESSION08479,Undergraduate,Psychology,2025/06/14,14,4,Coding,3,Assignment Completed,TRUE,1.8
SESSION08480,Undergraduate,Engineering,2024/11/16,26,7,Homework Help,5,Assignment Completed,FALSE,5
SESSION08481,Undergraduate,Computer Science,2024/08/27,50,24,Studying,2,Assignment Completed,TRUE,2.9
SESSION08482,Graduate,Biology,2024/10/18,21,6,Homework Help,2,Idea Drafted,TRUE,1
SESSION08483,High School,Computer Science,2025/06/24,21,10,Studying,4,Assignment Completed,TRUE,4.2
SESSION08484,Undergraduate,Computer Science,2024/07/08,34,16,Writing,5,Idea Drafted,FALSE,5
SESSION08485,Undergraduate,Computer Science,2024/11/17,13,5,Studying,2,Confused,TRUE,3.1
SESSION08486,Graduate,Computer Science,2024/08/18,15,4,Studying,4,Assignment Completed,TRUE,2.9
SESSION08487,Undergraduate,Math,2025/04/25,20,5,Homework Help,5,Assignment Completed,FALSE,4.8
SESSION08488,High School,Engineering,2025/04/22,9,1,Research,3,Gave Up,TRUE,2
SESSION08489,Graduate,History,2024/08/11,9,3,Coding,2,Assignment Completed,TRUE,1.9
SESSION08490,Undergraduate,Psychology,2024/08/08,22,8,Studying,5,Assignment Completed,TRUE,3.9
SESSION08491,Undergraduate,History,2024/10/27,29,8,Writing,4,Assignment Completed,FALSE,3.6
SESSION08492,Undergraduate,Computer Science,2025/06/12,33,13,Homework Help,4,Idea Drafted,TRUE,5
SESSION08493,Undergraduate,Computer Science,2024/11/04,14,2,Writing,4,Assignment Completed,TRUE,3.2
SESSION08494,Undergraduate,Engineering,2025/02/16,8,1,Studying,4,Gave Up,TRUE,2.7
SESSION08495,Undergraduate,Computer Science,2025/02/10,23,6,Brainstorming,3,Idea Drafted,FALSE,2.1
SESSION08496,Undergraduate,Math,2024/12/10,50,12,Research,2,Idea Drafted,TRUE,1.6
SESSION08497,Undergraduate,Business,2025/05/28,16,4,Writing,4,Idea Drafted,TRUE,3.3
SESSION08498,Undergraduate,Engineering,2024/12/26,17,4,Writing,4,Assignment Completed,TRUE,4
SESSION08499,Graduate,Psychology,2024/08/16,12,3,Brainstorming,4,Confused,FALSE,2.2
SESSION08500,Undergraduate,Engineering,2024/10/24,27,13,Coding,4,Idea Drafted,TRUE,4.6
SESSION08501,High School,Psychology,2025/06/21,28,13,Brainstorming,3,Idea Drafted,TRUE,2.2
SESSION08502,Undergraduate,Math,2024/12/06,23,9,Research,4,Gave Up,FALSE,2.1
SESSION08503,Undergraduate,Engineering,2025/04/18,37,16,Brainstorming,3,Idea Drafted,TRUE,3.4
SESSION08504,Graduate,History,2024/09/01,2,1,Homework Help,3,Assignment Completed,TRUE,4.6
SESSION08505,Graduate,Biology,2024/09/03,10,3,Studying,5,Confused,TRUE,4.7
SESSION08506,Undergraduate,Math,2025/06/23,36,10,Studying,3,Confused,TRUE,3.4
SESSION08507,Undergraduate,Business,2025/05/22,9,1,Coding,4,Idea Drafted,TRUE,3.4
SESSION08508,Undergraduate,Biology,2024/09/02,17,7,Homework Help,3,Gave Up,FALSE,2.9
SESSION08509,Undergraduate,Engineering,2024/08/11,43,13,Writing,3,Idea Drafted,TRUE,2.7
SESSION08510,Graduate,Math,2025/02/15,4,1,Writing,5,Idea Drafted,TRUE,4.9
SESSION08511,Undergraduate,Biology,2024/06/27,46,13,Coding,2,Assignment Completed,TRUE,2.3
SESSION08512,Undergraduate,Business,2024/10/30,8,1,Coding,4,Idea Drafted,TRUE,3.7
SESSION08513,Undergraduate,History,2024/09/23,11,2,Homework Help,3,Assignment Completed,TRUE,3.1
SESSION08514,High School,Math,2024/09/15,45,12,Writing,2,Gave Up,TRUE,2.1
SESSION08515,Undergraduate,Biology,2025/06/20,17,4,Coding,3,Assignment Completed,TRUE,4.2
SESSION08516,High School,Biology,2025/02/25,16,4,Writing,2,Assignment Completed,TRUE,2.4
SESSION08517,High School,History,2025/03/02,55,18,Coding,5,Idea Drafted,FALSE,5
SESSION08518,Undergraduate,Engineering,2025/03/07,39,8,Studying,4,Idea Drafted,FALSE,4.1
